container	id	weight	maxWeight	totalWeight	length	width	height	itemTransported
DV20Container	378	2370	28230	11253.322	5.9	2.35	2.395	Shampoo
Reefer20Container	379	2905	27420	11563.283	5.535	2.284	2.224	Pizza
DV20Container	380	2370	28230	18543.16	5.9	2.35	2.395	Headphones
HardTop20Container	381	2590	27780	15725.872	5.886	2.342	2.375	Painting
HC40Container	382	4010	28490	13673.303	12.032	2.35	2.7	Bed
DV20Container	383	2370	28230	21376.701	5.9	2.35	2.395	TV
Reefer20Container	384	2905	27420	11324.246	5.535	2.284	2.224	Fries
Reefer20Container	385	2905	27420	16440.439	5.535	2.284	2.224	Fries
HardTop20Container	386	2590	27780	20010.309	5.886	2.342	2.375	Bicycle
HC40Container	387	4010	28490	22172.324	12.032	2.35	2.7	Jeans
HC40Container	388	4010	28490	11667.759	12.032	2.35	2.7	Jeans
Reefer20Container	389	2905	27420	5888.731	5.535	2.284	2.224	Ice Cream
Tank20Container	390	3385	32580	25762.417	6.058	2.438	2.591	Oil
HC40Container	391	4010	28490	21415.543	12.032	2.35	2.7	Bed
Tank20Container	392	3385	32580	11014.651	6.058	2.438	2.591	Milk
Tank20Container	393	3385	32580	26601.146	6.058	2.438	2.591	Water
Tank20Container	394	3385	32580	5597.857	6.058	2.438	2.591	Oil
Reefer20Container	395	2905	27420	9319.675	5.535	2.284	2.224	Steak
DV20Container	396	2370	28230	12370.097	5.9	2.35	2.395	TV
DV20Container	397	2370	28230	5467.195	5.9	2.35	2.395	Headphones
HardTop20Container	398	2590	27780	7066.156	5.886	2.342	2.375	Bicycle
Reefer20Container	399	2905	27420	22078.486	5.535	2.284	2.224	Pizza
DV20Container	400	2370	28230	22610.954	5.9	2.35	2.395	Headphones
HC40Container	401	4010	28490	27113.501	12.032	2.35	2.7	Lamp
Tank20Container	402	3385	32580	12500.22	6.058	2.438	2.591	Oil
HardTop20Container	403	2590	27780	18186.837	5.886	2.342	2.375	Bicycle
Reefer20Container	404	2905	27420	11902.053	5.535	2.284	2.224	Steak
HardTop20Container	405	2590	27780	17442.175	5.886	2.342	2.375	Painting
HardTop20Container	406	2590	27780	27507.088	5.886	2.342	2.375	Bicycle
DV20Container	407	2370	28230	17338.286	5.9	2.35	2.395	Headphones
DV20Container	408	2370	28230	6793.676	5.9	2.35	2.395	TV
Reefer20Container	409	2905	27420	13911.333	5.535	2.284	2.224	Ice Cream
Reefer20Container	410	2905	27420	18701.389	5.535	2.284	2.224	Fries
Reefer20Container	411	2905	27420	15794.706	5.535	2.284	2.224	Steak
HC40Container	412	4010	28490	11914.181	12.032	2.35	2.7	Flower pot
Tank20Container	413	3385	32580	14795.462	6.058	2.438	2.591	Water
HC40Container	414	4010	28490	7924.128	12.032	2.35	2.7	Flower pot
Tank20Container	415	3385	32580	20377.853	6.058	2.438	2.591	Milk
HC40Container	416	4010	28490	11440.269	12.032	2.35	2.7	Lamp
Reefer20Container	417	2905	27420	8419.461	5.535	2.284	2.224	Pizza
HC40Container	418	4010	28490	5496.5	12.032	2.35	2.7	Flower pot
DV20Container	419	2370	28230	19632.025	5.9	2.35	2.395	Shampoo
DV20Container	420	2370	28230	4728.187	5.9	2.35	2.395	Cleaning agent
HC40Container	421	4010	28490	12505.759	12.032	2.35	2.7	Jeans
HC40Container	422	4010	28490	16192.8	12.032	2.35	2.7	Flower pot
Reefer20Container	423	2905	27420	24982.106	5.535	2.284	2.224	Ice Cream
HardTop20Container	424	2590	27780	18203.723	5.886	2.342	2.375	Desk
HC40Container	425	4010	28490	18887.55	12.032	2.35	2.7	Lamp
HardTop20Container	426	2590	27780	20375.796	5.886	2.342	2.375	Bicycle
Tank20Container	427	3385	32580	23280.383	6.058	2.438	2.591	Oil
Tank20Container	428	3385	32580	20144.874	6.058	2.438	2.591	Apple juice
Tank20Container	429	3385	32580	14843.086	6.058	2.438	2.591	Apple juice
HC40Container	430	4010	28490	15999.857	12.032	2.35	2.7	Jeans
Reefer20Container	431	2905	27420	5829.289	5.535	2.284	2.224	Fries
DV20Container	432	2370	28230	26110.476	5.9	2.35	2.395	Headphones
Reefer20Container	433	2905	27420	24433.727	5.535	2.284	2.224	Pizza
HC40Container	434	4010	28490	14330.221	12.032	2.35	2.7	Lamp
Tank20Container	435	3385	32580	27620.923	6.058	2.438	2.591	Oil
Tank20Container	436	3385	32580	24212.304	6.058	2.438	2.591	Oil
HardTop20Container	437	2590	27780	13694.491	5.886	2.342	2.375	Bicycle
Tank20Container	438	3385	32580	28903.109	6.058	2.438	2.591	Water
DV20Container	439	2370	28230	3273.912	5.9	2.35	2.395	Headphones
HardTop20Container	440	2590	27780	20715.27	5.886	2.342	2.375	Desk
Reefer20Container	441	2905	27420	8487.385	5.535	2.284	2.224	Pizza
Tank20Container	442	3385	32580	23799.265	6.058	2.438	2.591	Apple juice
Reefer20Container	443	2905	27420	10626.254	5.535	2.284	2.224	Fries
Tank20Container	444	3385	32580	32278.278	6.058	2.438	2.591	Apple juice
HardTop20Container	445	2590	27780	27286.398	5.886	2.342	2.375	Painting
Tank20Container	446	3385	32580	13903.229	6.058	2.438	2.591	Apple juice
Reefer20Container	447	2905	27420	11370.551	5.535	2.284	2.224	Pizza
HardTop20Container	448	2590	27780	7030.836	5.886	2.342	2.375	Laptop
HardTop20Container	449	2590	27780	10047.841	5.886	2.342	2.375	Desk
Tank20Container	450	3385	32580	20476.705	6.058	2.438	2.591	Oil
DV20Container	451	2370	28230	13241.372	5.9	2.35	2.395	Cleaning agent
DV20Container	452	2370	28230	16414.677	5.9	2.35	2.395	TV
DV20Container	453	2370	28230	19154.561	5.9	2.35	2.395	Headphones
DV20Container	454	2370	28230	6566.007	5.9	2.35	2.395	Shampoo
DV20Container	455	2370	28230	18106.989	5.9	2.35	2.395	Cleaning agent
DV20Container	456	2370	28230	21574.07	5.9	2.35	2.395	Headphones
HardTop20Container	457	2590	27780	19207.654	5.886	2.342	2.375	Laptop
Reefer20Container	458	2905	27420	10725.401	5.535	2.284	2.224	Steak
HC40Container	459	4010	28490	26779.289	12.032	2.35	2.7	Bed
Tank20Container	460	3385	32580	11104.594	6.058	2.438	2.591	Milk
HardTop20Container	461	2590	27780	9976.681	5.886	2.342	2.375	Bicycle
Reefer20Container	462	2905	27420	9051.009	5.535	2.284	2.224	Ice Cream
Tank20Container	463	3385	32580	4524.217	6.058	2.438	2.591	Apple juice
HardTop20Container	464	2590	27780	4716.917	5.886	2.342	2.375	Desk
HardTop20Container	465	2590	27780	25257.013	5.886	2.342	2.375	Desk
DV20Container	466	2370	28230	21478.115	5.9	2.35	2.395	Shampoo
HardTop20Container	467	2590	27780	15352.205	5.886	2.342	2.375	Laptop
DV20Container	468	2370	28230	14087.014	5.9	2.35	2.395	Shampoo
Reefer20Container	469	2905	27420	9398.367	5.535	2.284	2.224	Ice Cream
Tank20Container	470	3385	32580	17600.934	6.058	2.438	2.591	Apple juice
Reefer20Container	471	2905	27420	26343.994	5.535	2.284	2.224	Steak
HardTop20Container	472	2590	27780	26482.993	5.886	2.342	2.375	Desk
HardTop20Container	473	2590	27780	5843.721	5.886	2.342	2.375	Painting
HC40Container	474	4010	28490	22286.552	12.032	2.35	2.7	Flower pot
HC40Container	475	4010	28490	27895.99	12.032	2.35	2.7	Bed
HardTop20Container	476	2590	27780	25029.159	5.886	2.342	2.375	Bicycle
HardTop20Container	477	2590	27780	26771.28	5.886	2.342	2.375	Painting
Reefer20Container	478	2905	27420	4074.586	5.535	2.284	2.224	Pizza
Reefer20Container	479	2905	27420	26247.356	5.535	2.284	2.224	Pizza
Reefer20Container	480	2905	27420	26546.442	5.535	2.284	2.224	Pizza
HC40Container	481	4010	28490	6600.714	12.032	2.35	2.7	Jeans
DV20Container	482	2370	28230	11636.07	5.9	2.35	2.395	TV
Tank20Container	483	3385	32580	24031.075	6.058	2.438	2.591	Oil
DV20Container	484	2370	28230	13424.193	5.9	2.35	2.395	Headphones
Reefer20Container	485	2905	27420	23812.602	5.535	2.284	2.224	Fries
HC40Container	486	4010	28490	23626.409	12.032	2.35	2.7	Flower pot
HC40Container	487	4010	28490	6367.12	12.032	2.35	2.7	Jeans
HardTop20Container	488	2590	27780	17742.656	5.886	2.342	2.375	Bicycle
HC40Container	489	4010	28490	11695.653	12.032	2.35	2.7	Lamp
HardTop20Container	490	2590	27780	5927.79	5.886	2.342	2.375	Laptop
HardTop20Container	491	2590	27780	16018.552	5.886	2.342	2.375	Bicycle
Reefer20Container	492	2905	27420	13394.094	5.535	2.284	2.224	Pizza
HC40Container	493	4010	28490	16987.962	12.032	2.35	2.7	Jeans
Reefer20Container	494	2905	27420	16266.251	5.535	2.284	2.224	Steak
HC40Container	495	4010	28490	22128.803	12.032	2.35	2.7	Flower pot
Reefer20Container	496	2905	27420	21409.054	5.535	2.284	2.224	Fries
HardTop20Container	497	2590	27780	18695.872	5.886	2.342	2.375	Painting
DV20Container	498	2370	28230	2559.291	5.9	2.35	2.395	TV
HardTop20Container	499	2590	27780	25144.569	5.886	2.342	2.375	Painting
Tank20Container	500	3385	32580	23126.946	6.058	2.438	2.591	Water
HC40Container	501	4010	28490	15711.466	12.032	2.35	2.7	Jeans
HardTop20Container	502	2590	27780	9240.562	5.886	2.342	2.375	Painting
HardTop20Container	503	2590	27780	21290.26	5.886	2.342	2.375	Bicycle
HardTop20Container	504	2590	27780	19722.124	5.886	2.342	2.375	Painting
Reefer20Container	505	2905	27420	15641.447	5.535	2.284	2.224	Fries
HC40Container	506	4010	28490	24417.098	12.032	2.35	2.7	Bed
DV20Container	507	2370	28230	6601.578	5.9	2.35	2.395	Cleaning agent
Tank20Container	508	3385	32580	20507.401	6.058	2.438	2.591	Milk
HC40Container	509	4010	28490	19355.63	12.032	2.35	2.7	Jeans
HC40Container	510	4010	28490	24136.649	12.032	2.35	2.7	Lamp
DV20Container	511	2370	28230	6968.251	5.9	2.35	2.395	Headphones
DV20Container	512	2370	28230	8931.862	5.9	2.35	2.395	TV
Reefer20Container	513	2905	27420	19980.115	5.535	2.284	2.224	Pizza
DV20Container	514	2370	28230	5950.407	5.9	2.35	2.395	Cleaning agent
HC40Container	515	4010	28490	11719.24	12.032	2.35	2.7	Jeans
Tank20Container	516	3385	32580	27212.897	6.058	2.438	2.591	Oil
DV20Container	517	2370	28230	25837.661	5.9	2.35	2.395	TV
HC40Container	518	4010	28490	22236.724	12.032	2.35	2.7	Bed
Tank20Container	519	3385	32580	28148.314	6.058	2.438	2.591	Oil
DV20Container	520	2370	28230	22475.342	5.9	2.35	2.395	Headphones
Tank20Container	521	3385	32580	31179.286	6.058	2.438	2.591	Oil
Reefer20Container	522	2905	27420	25071.333	5.535	2.284	2.224	Fries
HardTop20Container	523	2590	27780	13089.872	5.886	2.342	2.375	Desk
HC40Container	524	4010	28490	19456.197	12.032	2.35	2.7	Jeans
HC40Container	525	4010	28490	11896.251	12.032	2.35	2.7	Lamp
HC40Container	526	4010	28490	4060.034	12.032	2.35	2.7	Bed
Reefer20Container	527	2905	27420	6839.175	5.535	2.284	2.224	Pizza
DV20Container	528	2370	28230	23118.131	5.9	2.35	2.395	TV
HardTop20Container	529	2590	27780	14008.367	5.886	2.342	2.375	Bicycle
HC40Container	530	4010	28490	13767.428	12.032	2.35	2.7	Bed
DV20Container	531	2370	28230	18021.278	5.9	2.35	2.395	TV
Tank20Container	532	3385	32580	21437.096	6.058	2.438	2.591	Oil
HardTop20Container	533	2590	27780	9768.219	5.886	2.342	2.375	Painting
HC40Container	534	4010	28490	27462.241	12.032	2.35	2.7	Jeans
DV20Container	535	2370	28230	7265.327	5.9	2.35	2.395	TV
DV20Container	536	2370	28230	20308.094	5.9	2.35	2.395	Shampoo
HardTop20Container	537	2590	27780	17421.834	5.886	2.342	2.375	Desk
Reefer20Container	538	2905	27420	11258.203	5.535	2.284	2.224	Pizza
HardTop20Container	539	2590	27780	15138.214	5.886	2.342	2.375	Painting
DV20Container	540	2370	28230	17812.173	5.9	2.35	2.395	TV
HC40Container	541	4010	28490	9767.822	12.032	2.35	2.7	Jeans
DV20Container	542	2370	28230	25319.408	5.9	2.35	2.395	Shampoo
HardTop20Container	543	2590	27780	27530.471	5.886	2.342	2.375	Laptop
DV20Container	544	2370	28230	25905.224	5.9	2.35	2.395	TV
Reefer20Container	545	2905	27420	13267.277	5.535	2.284	2.224	Pizza
DV20Container	546	2370	28230	26633.968	5.9	2.35	2.395	Shampoo
HardTop20Container	547	2590	27780	8561.496	5.886	2.342	2.375	Desk
DV20Container	548	2370	28230	23617.462	5.9	2.35	2.395	TV
DV20Container	549	2370	28230	22477.888	5.9	2.35	2.395	Headphones
Tank20Container	550	3385	32580	24652.198	6.058	2.438	2.591	Water
Tank20Container	551	3385	32580	17371.214	6.058	2.438	2.591	Water
DV20Container	552	2370	28230	8035.879	5.9	2.35	2.395	Shampoo
DV20Container	553	2370	28230	6166.703	5.9	2.35	2.395	Shampoo
HC40Container	554	4010	28490	18229.367	12.032	2.35	2.7	Lamp
Tank20Container	555	3385	32580	20820.893	6.058	2.438	2.591	Milk
Reefer20Container	556	2905	27420	23173.363	5.535	2.284	2.224	Pizza
Reefer20Container	557	2905	27420	23821.62	5.535	2.284	2.224	Fries
Tank20Container	558	3385	32580	31893.196	6.058	2.438	2.591	Water
HardTop20Container	559	2590	27780	13838.589	5.886	2.342	2.375	Bicycle
Reefer20Container	560	2905	27420	10792.248	5.535	2.284	2.224	Ice Cream
Reefer20Container	561	2905	27420	6810.287	5.535	2.284	2.224	Steak
DV20Container	562	2370	28230	8189.714	5.9	2.35	2.395	Cleaning agent
DV20Container	563	2370	28230	24563.085	5.9	2.35	2.395	Shampoo
DV20Container	564	2370	28230	15638.646	5.9	2.35	2.395	Cleaning agent
Reefer20Container	565	2905	27420	19957.567	5.535	2.284	2.224	Ice Cream
DV20Container	566	2370	28230	25159.623	5.9	2.35	2.395	Cleaning agent
HC40Container	567	4010	28490	16744.033	12.032	2.35	2.7	Flower pot
DV20Container	568	2370	28230	18129.052	5.9	2.35	2.395	Headphones
Tank20Container	569	3385	32580	22319.259	6.058	2.438	2.591	Water
Tank20Container	570	3385	32580	25454.933	6.058	2.438	2.591	Oil
HC40Container	571	4010	28490	13218.995	12.032	2.35	2.7	Bed
HardTop20Container	572	2590	27780	10611.607	5.886	2.342	2.375	Painting
HardTop20Container	573	2590	27780	17070.601	5.886	2.342	2.375	Painting
Reefer20Container	574	2905	27420	11652.927	5.535	2.284	2.224	Ice Cream
DV20Container	575	2370	28230	6098.174	5.9	2.35	2.395	Cleaning agent
HardTop20Container	576	2590	27780	3221.259	5.886	2.342	2.375	Laptop
Tank20Container	577	3385	32580	27078.51	6.058	2.438	2.591	Apple juice
HardTop20Container	578	2590	27780	24266.386	5.886	2.342	2.375	Bicycle
HardTop20Container	579	2590	27780	3834.496	5.886	2.342	2.375	Bicycle
DV20Container	580	2370	28230	17223.29	5.9	2.35	2.395	Shampoo
HC40Container	581	4010	28490	18326.327	12.032	2.35	2.7	Jeans
Reefer20Container	582	2905	27420	9388.818	5.535	2.284	2.224	Pizza
HC40Container	583	4010	28490	25826.575	12.032	2.35	2.7	Jeans
HardTop20Container	584	2590	27780	8930.133	5.886	2.342	2.375	Desk
DV20Container	585	2370	28230	4582.659	5.9	2.35	2.395	Headphones
HardTop20Container	586	2590	27780	7573.515	5.886	2.342	2.375	Painting
HardTop20Container	587	2590	27780	5564.872	5.886	2.342	2.375	Desk
HC40Container	588	4010	28490	13675.268	12.032	2.35	2.7	Jeans
Reefer20Container	589	2905	27420	26841.677	5.535	2.284	2.224	Pizza
Tank20Container	590	3385	32580	31969.787	6.058	2.438	2.591	Water
Tank20Container	591	3385	32580	23042.728	6.058	2.438	2.591	Water
Tank20Container	592	3385	32580	23839.357	6.058	2.438	2.591	Apple juice
HC40Container	593	4010	28490	4541.165	12.032	2.35	2.7	Jeans
Reefer20Container	594	2905	27420	25005.675	5.535	2.284	2.224	Steak
DV20Container	595	2370	28230	27981.77	5.9	2.35	2.395	TV
Reefer20Container	596	2905	27420	19936.71	5.535	2.284	2.224	Pizza
HC40Container	597	4010	28490	23384.242	12.032	2.35	2.7	Bed
HC40Container	598	4010	28490	13775.35	12.032	2.35	2.7	Bed
HardTop20Container	599	2590	27780	19422.384	5.886	2.342	2.375	Painting
DV20Container	600	2370	28230	2947.011	5.9	2.35	2.395	Shampoo
DV20Container	601	2370	28230	19950.551	5.9	2.35	2.395	TV
HardTop20Container	602	2590	27780	20205.127	5.886	2.342	2.375	Bicycle
DV20Container	603	2370	28230	3290.587	5.9	2.35	2.395	Shampoo
DV20Container	604	2370	28230	7188.563	5.9	2.35	2.395	Headphones
Reefer20Container	605	2905	27420	22531.524	5.535	2.284	2.224	Steak
HardTop20Container	606	2590	27780	22963.226	5.886	2.342	2.375	Painting
Reefer20Container	607	2905	27420	3572.927	5.535	2.284	2.224	Steak
DV20Container	608	2370	28230	5279.045	5.9	2.35	2.395	Shampoo
HardTop20Container	609	2590	27780	19551.079	5.886	2.342	2.375	Desk
Tank20Container	610	3385	32580	8787.742	6.058	2.438	2.591	Water
DV20Container	611	2370	28230	16233.984	5.9	2.35	2.395	Headphones
HardTop20Container	612	2590	27780	13937.791	5.886	2.342	2.375	Painting
Reefer20Container	613	2905	27420	27412.943	5.535	2.284	2.224	Pizza
HardTop20Container	614	2590	27780	9069.988	5.886	2.342	2.375	Desk
Tank20Container	615	3385	32580	23288.8	6.058	2.438	2.591	Apple juice
Tank20Container	616	3385	32580	27789.129	6.058	2.438	2.591	Oil
Tank20Container	617	3385	32580	10468.352	6.058	2.438	2.591	Oil
Tank20Container	618	3385	32580	4215.988	6.058	2.438	2.591	Oil
Reefer20Container	619	2905	27420	8780.739	5.535	2.284	2.224	Pizza
HC40Container	620	4010	28490	14566.491	12.032	2.35	2.7	Lamp
HC40Container	621	4010	28490	8122.522	12.032	2.35	2.7	Lamp
Tank20Container	622	3385	32580	13820.167	6.058	2.438	2.591	Milk
Tank20Container	623	3385	32580	27148.054	6.058	2.438	2.591	Milk
Tank20Container	624	3385	32580	30848.521	6.058	2.438	2.591	Water
DV20Container	625	2370	28230	27885.606	5.9	2.35	2.395	TV
Tank20Container	626	3385	32580	7974.774	6.058	2.438	2.591	Oil
Reefer20Container	627	2905	27420	7882.248	5.535	2.284	2.224	Steak
HC40Container	628	4010	28490	27281.817	12.032	2.35	2.7	Lamp
HC40Container	629	4010	28490	9941.124	12.032	2.35	2.7	Jeans
Reefer20Container	630	2905	27420	19380.127	5.535	2.284	2.224	Pizza
DV20Container	631	2370	28230	23285.003	5.9	2.35	2.395	Cleaning agent
Reefer20Container	632	2905	27420	24623.188	5.535	2.284	2.224	Pizza
Tank20Container	633	3385	32580	7211.057	6.058	2.438	2.591	Oil
HardTop20Container	634	2590	27780	7558.346	5.886	2.342	2.375	Bicycle
HardTop20Container	635	2590	27780	24470.479	5.886	2.342	2.375	Laptop
HC40Container	636	4010	28490	6264.325	12.032	2.35	2.7	Flower pot
HardTop20Container	637	2590	27780	15467.117	5.886	2.342	2.375	Bicycle
DV20Container	638	2370	28230	4762.901	5.9	2.35	2.395	Shampoo
Reefer20Container	639	2905	27420	21372.648	5.535	2.284	2.224	Pizza
DV20Container	640	2370	28230	16717.209	5.9	2.35	2.395	Shampoo
Tank20Container	641	3385	32580	16859.467	6.058	2.438	2.591	Milk
Reefer20Container	642	2905	27420	20210.435	5.535	2.284	2.224	Pizza
HardTop20Container	643	2590	27780	16839.437	5.886	2.342	2.375	Laptop
HC40Container	644	4010	28490	17455.262	12.032	2.35	2.7	Bed
Tank20Container	645	3385	32580	29166.137	6.058	2.438	2.591	Apple juice
HardTop20Container	646	2590	27780	24571.521	5.886	2.342	2.375	Desk
HardTop20Container	647	2590	27780	22739.056	5.886	2.342	2.375	Desk
Reefer20Container	648	2905	27420	4781.426	5.535	2.284	2.224	Steak
Tank20Container	649	3385	32580	12212.225	6.058	2.438	2.591	Milk
Tank20Container	650	3385	32580	32097.01	6.058	2.438	2.591	Oil
Tank20Container	651	3385	32580	28991.19	6.058	2.438	2.591	Milk
Reefer20Container	652	2905	27420	9982.426	5.535	2.284	2.224	Pizza
Tank20Container	653	3385	32580	24742.522	6.058	2.438	2.591	Apple juice
Reefer20Container	654	2905	27420	8454.789	5.535	2.284	2.224	Fries
HC40Container	655	4010	28490	27496.884	12.032	2.35	2.7	Jeans
HardTop20Container	656	2590	27780	8361.787	5.886	2.342	2.375	Laptop
Reefer20Container	657	2905	27420	7016.915	5.535	2.284	2.224	Fries
HC40Container	658	4010	28490	16192.602	12.032	2.35	2.7	Jeans
Tank20Container	659	3385	32580	19831.851	6.058	2.438	2.591	Milk
Tank20Container	660	3385	32580	7000.115	6.058	2.438	2.591	Milk
Reefer20Container	661	2905	27420	4691.358	5.535	2.284	2.224	Pizza
Tank20Container	662	3385	32580	22387.754	6.058	2.438	2.591	Oil
Reefer20Container	663	2905	27420	6376.856	5.535	2.284	2.224	Fries
Reefer20Container	664	2905	27420	6484.84	5.535	2.284	2.224	Fries
HardTop20Container	665	2590	27780	26917.09	5.886	2.342	2.375	Laptop
Tank20Container	666	3385	32580	9431.443	6.058	2.438	2.591	Oil
HardTop20Container	667	2590	27780	27410.749	5.886	2.342	2.375	Laptop
Reefer20Container	668	2905	27420	4065.89	5.535	2.284	2.224	Pizza
Tank20Container	669	3385	32580	5678.696	6.058	2.438	2.591	Oil
Tank20Container	670	3385	32580	14590.902	6.058	2.438	2.591	Water
HC40Container	671	4010	28490	16443.15	12.032	2.35	2.7	Flower pot
Tank20Container	672	3385	32580	12120.769	6.058	2.438	2.591	Oil
HardTop20Container	673	2590	27780	24843.491	5.886	2.342	2.375	Painting
HardTop20Container	674	2590	27780	10603.016	5.886	2.342	2.375	Desk
DV20Container	675	2370	28230	7978.291	5.9	2.35	2.395	Shampoo
Reefer20Container	676	2905	27420	13214.938	5.535	2.284	2.224	Steak
DV20Container	677	2370	28230	6963.77	5.9	2.35	2.395	Shampoo
Reefer20Container	678	2905	27420	18986.582	5.535	2.284	2.224	Fries
HC40Container	679	4010	28490	15123.887	12.032	2.35	2.7	Flower pot
DV20Container	680	2370	28230	27748.786	5.9	2.35	2.395	Headphones
Reefer20Container	681	2905	27420	11043.113	5.535	2.284	2.224	Ice Cream
Reefer20Container	682	2905	27420	9287.361	5.535	2.284	2.224	Fries
DV20Container	683	2370	28230	9836.982	5.9	2.35	2.395	TV
HardTop20Container	684	2590	27780	11823.869	5.886	2.342	2.375	Painting
Reefer20Container	685	2905	27420	9083.873	5.535	2.284	2.224	Pizza
HardTop20Container	686	2590	27780	18936.714	5.886	2.342	2.375	Laptop
Tank20Container	687	3385	32580	26403.54	6.058	2.438	2.591	Oil
HardTop20Container	688	2590	27780	21729.294	5.886	2.342	2.375	Desk
Tank20Container	689	3385	32580	20345.548	6.058	2.438	2.591	Milk
HC40Container	690	4010	28490	26448.325	12.032	2.35	2.7	Jeans
Tank20Container	691	3385	32580	10848.662	6.058	2.438	2.591	Water
Tank20Container	692	3385	32580	31573.556	6.058	2.438	2.591	Oil
HardTop20Container	693	2590	27780	19703.781	5.886	2.342	2.375	Desk
